agent_id,cash,shares
0,34327.21517926871,78.48296682044743
1,15054.741780273413,248.68794646441663
2,24645.666469994467,162.0349598961368
3,25978.09635589302,124.56069239797966
4,0.00019429450692170754,397.06430467485416
5,33239.347925008144,38.13184418559976
6,40848.353101741515,0.0
7,5329.652689317328,328.10973109134056
8,11842.497672668902,293.24516408398347
9,40910.86735189368,0.0
10,34.323653498368685,416.0828358925277
11,20122.891974580845,209.09057580462263
12,16599.630161484674,233.80869460439266
13,13746.110427975553,257.0003736402283
14,5724.340046659313,347.55748218400885
15,28896.407023889933,114.33923843470762
16,9383.253303893336,310.3712210358421
17,14556.224302095186,261.17145055580727
18,13883.537509793545,244.95155685924996
19,21349.289120521746,176.5868078075508
20,10789.280865659866,274.93931772603105
21,18027.04403144299,219.99240123615778
22,29782.537605357335,99.90795752934665
23,27380.716487068337,126.33637102326074
24,9755.07705746278,288.72060304314505
25,162.9382398567477,393.7029629644859
26,26586.04655225122,136.82559430108864
27,56.166459179507,399.81773875094325
28,26657.288515931505,112.10880743196661
29,10225.679108728295,286.69678169945655
30,0.35398729052766953,410.9638816051109
31,39680.5661766147,0.0
32,16714.116142504718,238.56403363565357
33,19904.03497053402,200.42962137320268
34,19.12332141540378,414.4024011744033
35,10082.40230885657,320.28252801482904
36,5694.114838040862,348.67807008076466
37,39189.23163188403,0.0
38,23759.064526933766,161.03408992035628
39,28726.131964071406,118.27993190447084
40,26475.91799298351,134.54804090837493
41,0.26128821221042386,389.1457029237196
42,9919.916773407222,322.7042819768907
43,40665.42696459107,0.0
44,23107.384318322358,184.26561583107969
45,25930.63268992842,146.92237346993878
46,18078.09095231264,211.033402698038
47,24679.82864066503,141.712796657445
48,39167.678672414826,9.983059744710275
49,29873.325766985858,95.64331668570627
50,19000.88939839617,212.67904574632612
51,6.61378181767293,394.19478889608155
52,9220.894017163082,294.1437608560739
53,40215.99805069843,0.0
54,3531.417616873854,369.187971743837
55,19570.37592818975,204.01180988980775
56,26045.140111653596,144.04136201214328
57,8969.72216359968,305.76661152171374
58,40173.24392524378,0.33947799253454036
59,24041.854619797872,153.43801412553762
60,8078.345438962062,321.4180813211295
61,1244.1164358553692,391.73653618069807
62,2271.684918279009,378.49022494333855
63,39212.73674110952,0.0
64,38838.4374887604,0.0
65,12599.22218722106,272.1132800745238
66,0.98592775319878,407.6453868115372
67,3356.7856966864097,367.6650235796598
68,34859.04445389094,68.9780878103813
69,29478.62010509545,100.43109595590663
70,38359.90606873888,0.0
71,30467.589723324316,102.90729196480851
72,23905.875937952573,165.82032660644967
73,33366.26470074666,72.57478783905103
74,16065.217168142799,248.2938349401552
75,32924.35917389865,64.7559341211117
76,35840.85473630329,23.923863291295156
77,38999.263390804364,0.0
78,9502.146465758804,289.3684199307731
79,0.002517664673933582,409.71224491582063
80,35703.66002269091,37.468778986698325
81,3862.703521882255,364.3608949218282
82,24768.365396503243,149.90877379765226
83,0.0031075184310297987,413.5275926294792
84,6983.301483519009,319.87480550831947
85,35476.101484782164,67.76816792785813
86,40120.54194428501,0.0
87,8637.545450879741,306.7281918565991
88,0.3274085499381201,394.50570034478386
89,6.120331840068528e-05,402.7739914472033
90,34704.58588367543,42.930224781249905
91,9277.259602663311,305.3638840610499
92,32277.38630219284,80.00686642086092
93,40098.32303951587,0.0
94,10419.304088992227,296.0199604736433
95,36776.4612232285,7.059088543840652
96,18923.209014994638,211.95773989508263
97,6536.203552829222,336.3347317811152
98,8152.391111147608,315.6579561057954
99,0.12076517374917639,417.207972372643
100,8.197761058145571e-07,387.75253666695454
101,57.14231185693825,420.4878966998192
102,21615.346346858812,197.64865135157717
103,7093.233436228622,334.55626787547646
104,39855.663418520606,0.0
105,11441.83023174452,278.131253855176
106,635.1554418520327,385.49379164363415
107,35638.97341531815,52.62474349723151
108,31018.032798088923,84.53834677807902
109,14452.330724199117,260.57810068928785
110,17600.669643414058,213.74377606470082
111,39585.28643717827,0.0
112,30976.257454320305,84.20641703209466
113,27025.94736740922,126.96040223525293
114,16225.184431118072,248.54396682301626
115,36599.998761720846,37.700576744259884
116,35215.850842940825,55.40463622628114
117,14283.754050437525,252.07424169780643
118,15999.436280810733,229.127581966212
119,10159.919532456657,289.2572209020253
120,14008.528165200143,257.3388867154914
121,38532.99377756453,25.54691529332503
122,17416.568011398947,229.815112804284
123,3001.806904749704,374.9726589436761
124,39119.91109725029,0.0
125,11496.40989638625,303.9637878678749
126,13101.717079552447,278.74986059828314
127,37811.094894215996,19.85727678387398
128,37732.59493839306,19.60905878143021
129,19356.943056793236,213.5278165607995
130,40193.51806528962,0.0
131,1693.446805676811,394.72931251482584
132,37283.81223616707,0.0
133,40214.70145373986,0.0
134,26034.311066221915,154.62981941083194
135,28.632776664590324,382.56614886635856
136,5599.149993444658,352.6699327623942
137,27196.647812809326,120.52909325716554
138,39227.99264853876,0.0
139,4472.636737343273,360.5321246298904
140,11723.494315568647,295.85133953576945
141,0.5792734604430052,404.3834648753669
142,0.0642200315335435,395.6707593530906
143,4720.607239357163,362.88132265861515
144,37719.01432735775,0.0
145,22577.763331992755,183.05206853651077
146,24609.1563895597,140.3916890844613
147,29.095494003387557,417.169220389459
148,16701.933406158954,224.73477936062392
149,39777.13047795259,0.0
150,37747.595083615175,12.193187602816806
151,32765.37365947532,60.79982004173226
152,39937.08342490264,0.0020938244621540036
153,39061.91898776977,0.0
154,23205.134141195795,176.45614688471755
155,18865.961840014144,217.04822001844963
156,19493.0775031644,222.49997048643772
157,13799.31029063468,277.54885415752847
158,10670.629445247132,278.74447491612676
159,22677.220419429683,181.9410986145543
160,4773.293220229249,356.9992175019572
161,25395.549753561216,139.25095755320308
162,305.9884213244004,392.68653308049204
163,25713.10484567318,125.93474986610279
164,40121.35760393763,0.0
165,23736.312984437795,187.20651061626322
166,36685.16096874399,48.22502610539652
167,3195.358037584069,357.5841590354676
168,24156.38787233628,161.5823578891179
169,7758.9632615445225,330.49274862353195
170,30610.473261880084,104.55459127453088
171,39611.65095177671,0.0
172,29688.592099528156,117.31216349197786
173,27473.58261941308,129.3834670439147
174,20946.804465507146,186.43816239811113
175,33050.40134246237,76.00116139898675
176,36942.543897707794,41.1028958157803
177,7884.5612444437065,333.11640255182715
178,38807.56392437345,10.373322677118077
179,7946.665624566427,329.42282985254485
180,35067.28631880483,47.2232872492345
181,9652.331870066633,316.61683629677117
182,8512.647551545853,318.92712520542403
183,27236.850398164945,121.54835649564892
184,7.858853202374689,390.1904507485113
185,39673.2832685423,0.0
186,27835.049969717773,125.79186354315885
187,23588.19667629435,148.60875565344503
188,28564.42038440286,107.46214409104407
189,7416.081220340096,328.06566305644
190,33524.67501514848,52.366393585462646
191,11123.494310186199,283.64454277502176
192,39611.35842825516,0.2571715354408681
193,29943.757704643784,90.87046603552135
194,0.4294462641075665,412.9749545718817
195,14868.737245516737,264.20203539003063
196,19530.8150996824,196.68841482168833
197,13484.355472612071,270.0132635346421
198,13392.651424597512,249.94116302054582
199,27138.914010971796,133.36256096999236
200,22635.740474398346,169.1935580905655
201,16238.83904580874,232.720890915748
202,19268.868758632412,197.65918353714443
203,30895.615204390786,78.99514100268043
204,14757.44209958311,247.0070749498394
205,4325.631478836099,343.79975921915036
206,8343.24405976593,312.7781286431083
207,4707.934350546052,372.59604524222914
208,14098.6126584356,270.895536335791
209,20245.050667370495,196.4535604808492
210,16436.600191017198,257.0603866451288
211,5733.017661293794,346.2793953193602
212,22111.95640373263,172.427785669241
213,35715.689995922185,45.03175025106845
214,37767.79112855739,28.89639661993476
215,34285.755169974735,48.42373268185274
216,14498.453358022087,277.25845475476154
217,14077.301291048432,263.05789438631217
218,1820.0903776024816,379.902055514749
219,0.04817586375785865,394.8126162760431
220,17742.46190043035,234.54953153611098
221,41327.8863417265,0.0
222,40658.38320147507,0.0
223,38868.10448565048,11.524961920407108
224,11746.843604616948,283.1230427392814
225,9754.40749796066,299.3830426071225
226,9635.727982552013,286.5812543385449
227,15379.596121853658,233.1052577806588
228,39732.86653156443,9.29945831976542
229,11270.587227996548,279.14179059655265
230,23830.623646186414,166.49203096789478
231,5869.269265856745,349.4151328786299
232,22322.190368838204,174.1720495698777
233,25647.681547630822,141.21105718117167
234,15662.378759141311,250.15810757441434
235,92.9919853665233,407.06194747252766
236,29832.87826379398,95.78794434672776
237,31762.43077126804,73.36328045634211
238,18689.525631475175,220.25541206471473
239,20853.61676754671,193.12987161772256
240,22820.38614634362,170.66233031365664
241,25863.791211027303,117.245243210175
242,23266.529872160772,167.37044126297508
243,10096.559014766171,286.9782141736268
244,32431.828976884142,97.88036723588901
245,38827.566906234024,4.1064299902275385
246,19431.356692517656,191.8560061777971
247,20117.721189701617,197.22540769530602
248,20266.28332060489,188.39249065858033
249,30238.249104134935,90.10233181183335
250,0.00025719827222952726,409.7624714849363
251,25701.308899933934,153.68134047233673
252,3799.934756990104,338.8899796120943
253,40637.2854342049,0.0
254,17259.331226972285,233.07922245597823
255,78.90619493375652,427.73129586621206
256,11226.10799900455,299.5079397154688
257,33882.207835330504,51.854385710129094
258,20308.95881701961,201.88968040843042
259,12273.716987430238,260.58425353743706
260,8195.845960105113,328.98701943436146
261,17974.007243635628,221.9513185533136
262,9856.475047964903,303.8957294083296
263,21283.249894452747,180.2711404344646
264,17573.987347467133,232.85307005525303
265,19404.23029389239,205.97501020905406
266,10529.424330875481,301.75638818264844
267,8757.97228223123,312.9267548599703
268,33808.696857849165,69.09189504555307
269,28539.409729107625,119.03235067645895
270,16462.13429757127,241.93852898662786
271,31653.499016232552,76.91783896584076
272,5352.537045203506,333.7904949267626
273,7481.590321028909,310.4361928759946
274,13654.282066357671,264.3178977020396
275,4159.020352904508,365.28444396275
276,9456.220152606305,309.68176935860004
277,3064.548631627708,388.5201502400224
278,1.8376261887360883,386.97711625789884
279,0.4184809277385213,411.40989775907025
280,31083.65242525586,84.53742845854067
281,7948.64268169917,318.65633913864275
282,15811.61198400645,222.42636286735967
283,18823.648897213163,205.33671002606178
284,14525.399069771402,247.76050195378357
285,32403.637337809047,48.42576047815763
286,27962.14903998786,127.76824901102827
287,20708.75401604124,203.739978821536
288,15081.540643070282,246.80191045945344
289,8424.305917477108,324.41796713071517
290,27462.20020627299,139.63141438851926
291,7122.849100138459,341.77828397158686
292,30355.48020291784,102.563061831267
293,38138.702928122344,0.006448962819725179
294,1847.297590776272,390.41053270347766
295,0.04422304224335494,409.01763046080237
296,32782.93726120485,76.62631374097518
297,22740.07329372257,150.36290662723664
298,23385.443902039726,165.62732030350793
299,2961.0765562047864,374.6811169338402
300,12188.582412220534,269.38716896735156
301,22494.82799412622,180.05887315132875
302,39721.212354685165,3.2869335297408213
303,19909.539833984938,195.68742338275433
304,11613.24749231245,289.8046544620216
305,30769.84385136988,94.56869188190373
306,27904.492745851003,102.944607749931
307,22080.689129888786,172.7960435761423
308,40963.10510078792,0.0
309,28905.41723020506,117.00580493718843
310,36707.64762149073,50.55406366770885
311,35575.19344905194,47.32796964557271
312,6143.337233390618,351.11763785575823
313,29801.72322743615,90.78993994058928
314,20262.249057422254,201.57309508083992
315,7540.468536527966,317.60616299659665
316,6722.476857154761,325.0072031907128
317,0.012009487472941227,393.8068360423518
318,8766.839392014112,323.880418978378
319,31055.75819025074,96.76303900093819
320,11141.048437877029,314.08954767361496
321,18436.0935587038,222.742439077296
322,41096.21609413029,2.3220722103379785
323,9816.408397854402,320.75258049054986
324,28172.26241476257,106.39167570134515
325,32301.85162854723,75.66975179316418
326,16130.383138712312,224.7947554998919
327,7381.16042224152,332.6968074124582
328,19008.985834598316,210.78615960499715
329,13187.145585034938,267.0740812121422
330,23956.71988617376,154.44483937122467
331,31802.82321241669,90.25979775837868
332,17645.90754274689,212.90802628811787
333,18838.655221290326,217.06006665160152
334,10079.171372437439,293.03118958585804
335,9646.945524853289,303.5052939895911
336,48.65551636578766,392.365321901273
337,12111.967878144373,279.47372951055206
338,40947.81852660564,0.0
339,1442.225044892112,370.67239556730766
340,783.5568699717467,396.474570598462
341,33660.44444695019,59.97202414185095
342,0.0002696753865797947,398.2055423823619
343,29358.55793844045,106.91594214197173
344,33239.599726180575,85.06362109158937
345,16708.217317574494,229.38713008108638
346,38592.3161461829,0.0
347,32974.53888622497,84.07654579386309
348,25586.711589240465,167.66323456006344
349,25891.830847907622,140.692179044723
350,34263.47767286088,49.255268999074744
351,3860.408202783936,353.05151339242684
352,25763.645129999153,123.74122920773422
353,25778.86142767933,144.37972386285108
354,22893.62472950179,180.1088277414375
355,0.15046211419074007,401.24881240089127
356,23930.785628505975,160.55482168922094
357,26933.897155062856,122.80170858880372
