constraint_type,constraint_label,wealth_multiplier,run_id,mean_reversion_beta,mean_reversion_alpha,mean_reversion_r2,price_variance,log_deviation_variance,return_volatility,final_price,max_drawdown
buyer_cash_only,Buyer cash only,0.5,98,-0.002399542872700944,-0.00695526917133593,0.15330929125375325,534.2041356039521,0.3509413589561623,0.0036273681214868685,13.255818315283104,-0.8675690849026165
buyer_cash_only,Buyer cash only,0.5,99,-0.0027340562030372176,-0.007126489942366379,0.1799018684215069,488.6880413220285,0.3088946144987741,0.003579477550625362,14.317101423926292,-0.857159279459487
buyer_cash_only,Buyer cash only,1.0,0,-0.001962903337813863,-0.0038893918280885854,0.04617231206750616,416.3376691718618,0.1362219254423496,0.0033684104566896475,29.057116288663853,-0.7109317621443823
buyer_cash_only,Buyer cash only,1.0,1,-0.001595826934801073,-0.003663509800315056,0.03419822146844198,425.68567437155247,0.13949932750107086,0.003219412300005513,28.333222659081287,-0.7182594984569303
buyer_cash_only,Buyer cash only,1.0,2,-0.0018231304521270275,-0.004172288257037672,0.05385412962571923,473.57923932597214,0.17381198638837633,0.0032724626992106406,25.60086811504911,-0.7447040512201315
buyer_cash_only,Buyer cash only,1.0,3,-0.0013147590604367433,-0.0037104214626033864,0.028274642097107394,472.01845236300886,0.16599324846253927,0.0031818376794651554,25.71002734594432,-0.7463748920412752
buyer_cash_only,Buyer cash only,1.0,4,-0.0021929777017706356,-0.0041728686502532876,0.05909575288760427,438.99686518728174,0.1482268650478538,0.0034706323657578424,28.39125824433228,-0.7170187818097171
buyer_cash_only,Buyer cash only,1.0,5,-0.0011533312949506002,-0.003560194298228674,0.01920992357140827,483.83991200215814,0.16337320780565795,0.003359126811004578,25.867083056869177,-0.7442924590306156
buyer_cash_only,Buyer cash only,1.0,6,-0.002121209990742698,-0.004356775348164333,0.07119398977237457,517.208762284882,0.18084363111198595,0.003379042860209632,26.55488048127922,-0.7358794791212839
buyer_cash_only,Buyer cash only,1.0,7,-0.0008607392439897318,-0.0032873487124323846,0.011033757879494233,462.7635523598308,0.15433913740824157,0.0032143537892832742,26.28287736107619,-0.739336034165077
buyer_cash_only,Buyer cash only,1.0,8,-0.001372516366905369,-0.0033116267642157382,0.0219085424660167,437.284170695538,0.13253127567649586,0.003372086232342378,30.242234576719966,-0.701091093910084
buyer_cash_only,Buyer cash only,1.0,9,-0.0016905627764414865,-0.003800583850539258,0.04208773392445253,450.398371820693,0.15258040110855278,0.0032158983487106866,27.860063814941952,-0.7245256339403054
buyer_cash_only,Buyer cash only,1.0,10,-0.0010928919293204022,-0.003547814236584553,0.018303771320611006,520.731832895759,0.17875361486284502,0.003411554086540534,25.560081167149505,-0.745784588957922
buyer_cash_only,Buyer cash only,1.0,11,-0.0014783578399274267,-0.0038051622830557637,0.03336406202597242,461.52606980882865,0.16301005301166874,0.0032641429237468263,26.113294598717992,-0.7390179631338847
buyer_cash_only,Buyer cash only,1.0,12,-0.0014515571039138563,-0.004170589368970956,0.03839531041055788,506.3478315805234,0.19789987418912955,0.003291805213756286,22.755461778747293,-0.7737108061746288
buyer_cash_only,Buyer cash only,1.0,13,-0.0018128793025391997,-0.0038452103086732093,0.044177590056712845,456.6068979412076,0.15025949015694062,0.003340631002587036,28.425878820458127,-0.7169134528890488
buyer_cash_only,Buyer cash only,1.0,14,-0.0015582227406656384,-0.0035983745993239035,0.034567539732960895,429.5424453313275,0.13824976296480088,0.0031127273610128906,28.696139677447114,-0.7156298346566884
buyer_cash_only,Buyer cash only,1.0,15,-0.001596720259599472,-0.0038088089204684583,0.03969565136115005,453.82690817356996,0.15247928215427442,0.003125978457158022,26.97934544369652,-0.7325877048473197
buyer_cash_only,Buyer cash only,1.0,16,-0.0010994132115202675,-0.0033677991165330097,0.019138576372825344,507.9468333895769,0.16973495541999062,0.0032709554868385698,27.492122350200447,-0.7256552973284919
buyer_cash_only,Buyer cash only,1.0,17,-0.0012673917126663783,-0.0035894220391007835,0.022454188860084878,471.47133787008465,0.15523234424745996,0.0033281257746823364,26.472369138193944,-0.7366082839869781
buyer_cash_only,Buyer cash only,1.0,18,-0.0016117783927641785,-0.0035995353272305942,0.0340998998179447,455.570491037769,0.1445849888711111,0.0033158812301990327,29.21006389489087,-0.7098347091577708
buyer_cash_only,Buyer cash only,1.0,19,-0.0010877847347237394,-0.0035927779131716686,0.018800446863804332,494.1528385680314,0.17056870401756874,0.003272161542416425,25.026689123090662,-0.7549651738570882
