parameter_name,parameter_value,exp1_mean_log_return,exp1_lag1_autocorr,exp1_variance_ratio_lag5,exp2_mean_beta,exp2_mean_log_deviation_variance,exp3_low_depth_volatility,exp3_high_depth_volatility,exp3_low_depth_roughness,exp3_high_depth_roughness,exp3_low_depth_extreme_move,exp3_high_depth_extreme_move
n_days,250,4.625977994301956e-06,-0.00019842989712445021,0.9889799387037062,-0.020430735083205663,0.00035126657189027443,0.007678289934286665,0.0004760571182407926,0.02495504054248892,0.00010000109782652247,0.022917918366969364,0.0015055038396741456
n_days,500,1.8661818242274466e-05,-0.011062474367735888,0.9738251084892433,-0.016753290163860735,0.00042083706310208304,0.007637387795368376,0.00047822002268490404,0.024863593911786094,0.00010000073972968272,0.024983034957326802,0.0015919138084455515
n_days,1000,-7.3376756388431984e-06,0.00032461299523346715,1.0144807331869932,-0.008624869004146874,0.000770720642966752,0.0076568067806848964,0.0004769343184380889,0.02498593102901939,9.999967880790609e-05,0.02630858872264105,0.0015878206870465186
