parameter_name,parameter_value,exp1_mean_log_return,exp1_lag1_autocorr,exp1_variance_ratio_lag5,exp2_mean_beta,exp2_mean_log_deviation_variance,exp3_low_depth_volatility,exp3_high_depth_volatility,exp3_low_depth_roughness,exp3_high_depth_roughness,exp3_low_depth_extreme_move,exp3_high_depth_extreme_move
price_sigma,0.01,-8.509008389297179e-06,-0.006976924624660661,0.985352954223983,-0.012858067057873545,7.462013797752234e-05,0.007705577101720257,0.00047551096752587567,0.024733698996508242,9.999893503535364e-05,0.02449567373478428,0.001627916272583659
price_sigma,0.03,1.8407984607701877e-05,0.001547257455317269,0.9904905583099011,-0.012311950469344532,0.0005266335968660931,0.007685208266966277,0.00048779259166820555,0.024874377120793167,9.999886486332271e-05,0.025614195518987692,0.0015836462576997335
price_sigma,0.05,1.0904255448424841e-05,0.018012092551065444,1.0288331832551791,-0.01492458496401267,0.0011126541395612463,0.007811724604332209,0.0004894067064277191,0.025014097199636452,9.999666424907299e-05,0.027208589240372956,0.0015414235056114833
price_sigma,0.08,2.884083653072072e-05,-0.005310415156050593,0.9840572492779247,-0.017181398936685858,0.002563720720044357,0.007593937607677557,0.0004859702384219874,0.02499577270004089,0.0001000001856162714,0.02481171888370704,0.0016459854842205246
