market_depth,n_runs,avg_curve_roughness,std_curve_roughness,avg_return_volatility,std_return_volatility,within_depth_corr_roughness_volatility,corr_roughness_volatility
20,100,0.024998620687994955,0.0005946317864192383,0.0075903496177043474,0.0002138726389145655,-0.0035230323351830646,0.9639003916490869
50,100,0.00999917075962108,9.569119811662523e-05,0.004833962296040514,0.00016486756048329928,-0.06057951699083331,0.9639003916490869
100,100,0.005000494914625591,2.18875436165949e-05,0.003421582566968267,0.00011181996260947048,-0.12465363093727845,0.9639003916490869
200,100,0.0025001012509107945,5.5708422104268806e-06,0.0024128606906871574,7.151775512552676e-05,0.12927991606951048,0.9639003916490869
500,100,0.0010000070674204733,9.202460382570409e-07,0.0015184134117457234,4.841914168213901e-05,0.00660668644339714,0.9639003916490869
1000,100,0.0004999737094902995,2.3376624471369682e-07,0.001073845453358273,3.399901301746803e-05,0.028984172429020273,0.9639003916490869
5000,100,9.999974823754843e-05,8.232861579960266e-09,0.0004834419919269019,1.6503713489377576e-05,-0.18706116476359727,0.9639003916490869
