n_traders,n_runs,avg_mean_return,avg_std_return,std_of_std_return,avg_max_abs_return,avg_realized_volatility,avg_final_price,std_final_price,avg_return_autocorr_lag1,avg_curve_roughness,std_curve_roughness
20,100,7.39780390349837e-06,0.007665793639734257,0.00026532237697218016,0.0256792032872647,0.17141249319597004,101.87210556663857,17.87613103878775,-0.002600453212916968,0.02501126954076709,0.0005850070993305537
50,100,-1.2212807042497613e-05,0.004818351407577013,0.00014847870714035036,0.015528098615021602,0.1077518912112179,100.02687036111234,11.407932361261294,0.000311571882280922,0.01000163391747226,9.051441786219396e-05
100,100,1.3616820364448952e-05,0.0034168668726054343,9.527235590932048e-05,0.011110798544700708,0.07640187210718839,100.97158732906206,7.764910642941996,-0.0011442661342134976,0.0050012879639400884,2.1909041301592168e-05
200,100,1.6043431540952307e-05,0.002412427626348142,7.269603777350548e-05,0.007728690575359405,0.05394566476676308,100.95516322417583,5.52668780396744,0.0008474459929062014,0.0024989595017055476,6.194114113237085e-06
500,100,-4.19105136538695e-06,0.0015243134005567694,4.736902767212299e-05,0.004911989920101343,0.03408854659763017,99.85486646625252,3.6035051855444644,-0.001367460625476056,0.0009999697856695302,8.935485118643379e-07
1000,100,-4.852515919703042e-07,0.0010783653927418327,3.871620403923341e-05,0.0034868664502795887,0.024113782925999954,100.00595695819953,2.473071702444049,-0.0029556774707597665,0.0004999803696565911,2.4000436934428824e-07
5000,100,1.081856268857795e-06,0.00048030160226522693,1.5476045094979013e-05,0.0015703946688661841,0.010740573414802952,100.06023768696619,1.1122798155591331,0.0019321809793651054,9.999878745747993e-05,8.562787921312711e-09
