mean_return,std_return,skewness,kurtosis,return_autocorr_lag1,variance_ratio_lag5,positive_return_pct,price_min,price_max,final_price,max_drawdown,realized_volatility
-8.669186299233012e-05,0.002450912665173679,0.04453790499906574,0.009850282791450837,-0.008777373681508866,0.9547364264905263,0.474,93.71393990596225,102.96511612513697,95.75800756560203,-0.08984767431264251,0.054783548742451914
