regime,group,n_runs,inflow_per_period,mean_log_return,std_log_return,lag1_autocorr,variance_ratio_lag5,positive_return_pct,final_price_mean,final_price_std,zero_trade_periods,average_trading_volume,avg_cash_constrained_ratio,mean_log_return_diff_vs_baseline,welch_t_stat_mean_return,welch_p_value_mean_return,cohens_d_mean_return
loose,baseline,100,0.0,-7.922138022108704e-07,0.0032310364408848517,0.014511641379875189,1.0345413121225067,0.5008400000000001,100.00617202639334,3.039517079331566,0.0,4322.42689100041,0.17277902809577536,0.0,,,
loose,inflow,100,10.0,0.00035749208212290174,0.0032048002424706775,0.008979684846996022,1.0270152691456875,0.5457800000000002,119.63595317127242,3.9472139618447093,0.0,4336.123319041557,0.1612050080213166,0.0003582842959251126,39.96260329150637,0.0,5.6515655562584
