case_id,experiment,market_type,seed,path_type,max_abs_return_day,max_abs_return,price_before,price_after,volume_on_event_day,curve_roughness_on_event_day
exp1_typical,Experiment 1,Unlimited wealth,80044,typical random walk path,59,0.007627246866516835,99.5391954859623,100.30130821915759,4958.341840557657,0.0024952624826878045
exp1_extreme_up,Experiment 1,Unlimited wealth,80060,extreme upward path,108,0.0077968488783666245,101.35850886056689,102.1518746943335,5530.695461829731,0.002493459791247581
exp1_extreme_down,Experiment 1,Unlimited wealth,80078,extreme downward path,36,0.00623287213146817,98.64421992569413,98.03129524125677,4508.562602008019,0.002506265664160406
exp3_low_depth_up,Experiment 3,Low depth,81285,low-depth extreme upward path,277,0.024499719743404924,155.68497357458935,151.9170799891652,468.1418190891185,0.02456780183553781
exp3_low_depth_down,Experiment 3,Low depth,81289,low-depth extreme downward path,465,0.02433080752291783,66.9288334225795,65.32005170223249,442.52543161868334,0.02564102564102564
exp3_high_depth_stable,Experiment 3,High depth,131077,high-depth stable path,315,0.0013985604275807972,99.95309493112498,100.09298317258781,125108.2635107953,0.00010001000100010404
