wealth_multiplier,run_id,mean_reversion_beta,mean_reversion_alpha,mean_reversion_r2,price_variance,log_deviation_variance,final_price,volatility
2.0,40,-0.013648184514107266,-0.0001904941702926369,0.007006799186443202,3.5223095951410857,0.00035990882567151226,98.50980679192739,0.003096230282467895
2.0,41,-0.011052707459656053,0.00022749996487304194,0.0058383447485996776,4.704961631458501,0.0004551327169022906,102.09586817628673,0.0030889650087966144
2.0,42,-0.035751101121660855,0.0010906334409649253,0.01969477203078429,1.5600333711534018,0.00014826894646409558,104.63051727610774,0.003098831897580977
2.0,43,0.000569127965133398,-0.0001892005192691845,4.379357768158343e-05,11.943057636756478,0.0012585362619636005,90.34171094704605,0.0030396021372324057
2.0,44,-0.018588927308566264,-0.0010849968274798361,0.014127087156600271,4.01332572909529,0.0004390369883171322,94.95335458667583,0.003280290381532562
2.0,45,-0.00479682304850475,0.00024893348714750556,0.002672311091542423,12.014397765048242,0.001115698797887933,105.20741265269473,0.0031014332039817553
2.0,46,-0.007944001098752984,-8.882576668961187e-05,0.00371957669033407,5.520796588075693,0.0005680458572053777,97.67296382458974,0.0031057287242552073
2.0,47,-0.05001372984781699,0.0005415630506015879,0.023128619529296457,0.9275060909693734,9.133640046502024e-05,103.15458478149722,0.003130199896276791
2.0,48,-0.005152876443667074,0.0002523802422183802,0.003187010886836261,12.831323788713263,0.0012130959723479053,103.76270382125185,0.00318227996681942
2.0,49,-0.041347665116951184,0.0005206942400568067,0.02117756083118494,1.2743196086411563,0.00012294070629513266,101.63159029094332,0.003153030289847993
2.0,50,-0.0079304454958664,-4.4083643756480473e-05,0.002443685683628183,3.4178485735225013,0.00035365864130253307,103.08779941578393,0.0030036909308255285
2.0,51,-0.019779850954515763,3.412232849616812e-05,0.009617187572122043,2.4391962881397884,0.00024278996553773986,99.0737850397575,0.0031440762978548905
2.0,52,-0.0029463820371988534,-4.2458799312198785e-05,0.001316337207242002,15.567453347332084,0.0015690208553879503,97.76699969401405,0.0032188588566345686
2.0,53,-0.011279672414059382,-0.0003943339877490476,0.004666139665113089,3.334305750183314,0.00035061069569511117,100.98479756509806,0.003075924622294032
2.0,54,-0.002279549422880902,-0.00022275874553423218,0.00036356711146101617,6.716341237584044,0.0007194478761311938,91.78876226962046,0.003192100407704504
2.0,55,-0.002750112717194659,0.00017780581360906977,0.0006412583085527723,9.06626898939375,0.0008663307832482374,107.11993399584703,0.003188885698605152
2.0,56,-0.0060023694560452446,-0.00030040050503001085,0.003687392703054959,8.339449945834836,0.0009210972101904548,98.69694699165387,0.0029995150142628473
2.0,57,-0.009379732668946894,-0.00012110338213651074,0.004766784338225527,5.063094285047298,0.0005168997175235766,98.58186521415196,0.003091713373375204
2.0,58,-0.011713523139331309,0.00014296576454424562,0.00521496813989919,3.6508460262681948,0.000358794373408179,103.12213533375039,0.0030706802649570837
2.0,59,-0.011653026539727543,-0.00043884530080557017,0.004414246107396602,3.218866292843327,0.0003395245630869002,93.27968685885601,0.0032167134805059874
2.0,60,-0.0077520082451756475,-0.00030509735469430414,0.004573297075933236,6.880632466050789,0.000741327618551916,96.47864845856333,0.0031240650913903524
2.0,61,-0.014469600040068665,-0.0003826195042148724,0.004911614368225181,2.3395043320971776,0.00024334646713454044,93.9716804357403,0.003197888557436983
2.0,62,-0.0015208668645079158,0.00011644795270057082,0.00024791594784556725,9.840567427360137,0.000997109732016619,105.88843524880127,0.003043568521784691
2.0,63,-0.00018700853289030576,-0.00014835492906834966,6.478788715624795e-06,17.22795930709772,0.0017964865359410913,92.9047092581165,0.003109304410812456
2.0,64,-0.00814490291616127,-7.322230781526019e-05,0.004072132137609374,5.582342133376098,0.0005667981064569461,100.00200950724918,0.003041317424440274
2.0,65,-0.025592750144790996,-0.0005053034213694222,0.013612985866910843,2.0655637891902896,0.0002146715469528198,98.04317945432307,0.0032170462354937507
2.0,66,-0.0047627915232419035,-3.158899003142987e-05,0.0020287076397877968,8.391474474971096,0.0008256355348746719,97.705308854075,0.0030389007137707636
2.0,67,-0.023023951360944154,-0.0011716865784313422,0.016357813318262582,2.8730437200739813,0.0003150956133033075,95.05972495665051,0.003198520616021153
2.0,68,-0.022175599460530483,-4.0949855870033865e-05,0.009347820771036797,1.6878610376329903,0.00016893067543166586,102.29671714557955,0.0029715693475853037
2.0,69,-0.005677165608179461,-0.00038844394367889884,0.004097057049881503,12.167762119826461,0.001278848193551097,94.39684173275259,0.0031747449702925995
2.0,70,-0.005085967536681407,-2.6770840638386175e-05,0.002389595027254443,8.779936077934185,0.0008839492634410375,98.4127221083171,0.0030954058930549406
2.0,71,-0.007503935505845992,-0.0003105623501747702,0.004553006536673565,7.997790651669375,0.0008421815139482312,97.54344042601456,0.003230183859598537
2.0,72,-0.012189224231078878,0.0002808131866215092,0.006564663875810561,4.405087318756521,0.00041941394717252736,101.23632597251529,0.0030835225759947276
