regime,group,inflow_per_period,run_id,mean_log_return,std_log_return,t_stat_mean_return,p_value_one_sided_positive,lag1_autocorr,variance_ratio_lag5,final_price,positive_return_pct,zero_trade_periods,avg_volume,avg_cash,cash_gini_end,share_gini_end,avg_cash_constrained_ratio,avg_share_constrained_ratio
tight,inflow,10.0,69,-0.0033497413319978405,0.012155893080738183,-6.161825606426778,0.999999999640445,0.9167810676055365,4.341409175302468,18.73324063648905,0.522,0.0,3965.774642279311,2700.0,0.3069210547962665,0.4585635388902863,0.2379061386269429,0.16913111816230422
tight,inflow,10.0,70,-0.0033058735939915556,0.01187142607954415,-6.22684926954497,0.9999999997620457,0.9291654555114065,4.498450052700573,19.1486724409705,0.544,0.0,3954.536100102469,2700.0000000000005,0.3027277922714417,0.456684963342007,0.23867462130914707,0.17181485272502273
tight,inflow,10.0,71,-0.003298953592866402,0.012164041520441883,-6.0643368208418185,0.9999999993375039,0.9131511979510548,4.334927143715269,19.21504161085933,0.52,0.0,3989.3885559001283,2700.0,0.30083089990538564,0.43465673924480563,0.23701115989793092,0.16869001688070534
tight,inflow,10.0,72,-0.0032649767342397304,0.012058769347735957,-6.054274455532243,0.9999999992947403,0.9210697045387143,4.352189363128956,19.54426355091249,0.536,0.0,3956.638195848511,2700.0000000000005,0.3086242643325246,0.4545381778714828,0.23690652090205555,0.17120689528500777
tight,inflow,10.0,73,-0.003499847626740177,0.012135765165485878,-6.448622808341086,0.9999999999435645,0.9099573968584372,4.306265986657265,17.378718320590288,0.522,0.0,4006.561033883522,2700.0,0.28356239891885887,0.44836482181973736,0.23142953680103295,0.1687230864787298
tight,inflow,10.0,74,-0.0033049549883510158,0.012176961438756278,-6.068922903056103,0.9999999993561453,0.9200828709931947,4.285978709861576,19.157469500329498,0.556,0.0,4012.5276175187673,2700.0,0.3107791182929944,0.44660253665447774,0.2334309341272746,0.17066141893818343
tight,inflow,10.0,75,-0.003249423682182991,0.012066248014055049,-6.021699730185649,0.9999999991370256,0.9160235794420546,4.372278172670933,19.69684252337133,0.512,0.0,3989.4499715989687,2700.000000000001,0.2968345967219101,0.43037916764207446,0.24448075825671708,0.16552443527970942
tight,inflow,10.0,76,-0.0033722921280767587,0.012078434735892509,-6.243089111504695,0.9999999997854938,0.920128231638199,4.437976924055498,18.52320225020561,0.524,0.0,3963.343300590518,2700.0,0.29235783512643787,0.4426947911714069,0.23380920161340374,0.17134146314446053
tight,inflow,10.0,77,-0.003141709310154316,0.011986528005355511,-5.860809385261737,0.9999999976969176,0.9097959598743856,4.381962170836441,20.78674514457721,0.56,0.0,3939.0935282540936,2700.0,0.3085995275270593,0.4302192098236634,0.24494522653835912,0.17120628734592264
tight,inflow,10.0,78,-0.0034706316270586035,0.011711114624059757,-6.626669187423143,0.9999999999828327,0.9185635608885085,4.384844228186185,17.63444995125101,0.504,0.0,3939.8110387290503,2700.0,0.28033745482618794,0.4524130235064115,0.2358428129796997,0.17073711100274927
tight,inflow,10.0,79,-0.003217107046514773,0.011979712459360841,-6.004877054690525,0.9999999990426153,0.9215302222224306,4.422402139679096,20.01769560728269,0.532,0.0,3968.0512024879913,2700.0,0.3069457142294938,0.4369472836360709,0.24517143821507614,0.16785735255846856
tight,inflow,10.0,80,-0.0034486553314183243,0.01201851795814731,-6.416288413323784,0.9999999999301816,0.9214025488560685,4.313927413197277,17.829288390442024,0.53,0.0,3993.6668411683404,2700.000000000001,0.27564061611845636,0.4457544016878296,0.2330766038024699,0.1645428793381336
tight,inflow,10.0,81,-0.0033117301824939186,0.012367708768548171,-5.987571303446434,0.9999999989350121,0.9227483422637517,4.405205833024983,19.092681512510563,0.536,0.0,3991.817332902938,2700.0,0.3011808595012427,0.4281299683636258,0.23690420308646842,0.17112014024199954
tight,inflow,10.0,82,-0.0032779344637128647,0.012589021817180676,-5.822282615038611,0.9999999970975361,0.9208246797158642,4.35904076296621,19.41804821852108,0.558,0.0,3961.09599715416,2700.0,0.29737318257790585,0.44010177131227113,0.2344773138935435,0.17247602745145257
tight,inflow,10.0,83,-0.0033304403036818107,0.012108855852614129,-6.150119387563649,0.9999999996128768,0.9184275929786604,4.413768155289293,18.91490118947449,0.542,0.0,3970.780884737147,2700.0,0.2921489410270855,0.45188995915864416,0.23603859274981176,0.17314117409431035
tight,inflow,10.0,84,-0.0032145835929005997,0.01210140509634739,-5.939828785048142,0.9999999985734005,0.9163717466501881,4.404025610045304,20.042968410780567,0.544,0.0,3980.383983082601,2700.0000000000005,0.31552177888763616,0.4427457795481573,0.2390136094386005,0.16672363513026484
tight,inflow,10.0,85,-0.003432201734273648,0.012016478923252687,-6.386759748296662,0.9999999999152813,0.9163993522789755,4.2760022810003555,17.97657135769304,0.53,0.0,3953.0268902876155,2700.0,0.28906959919286274,0.43782455764576766,0.24289119868622833,0.16489062456135598
tight,inflow,10.0,86,-0.0034763103796031725,0.012098061051338552,-6.425216641488798,0.9999999999341591,0.9075515429520356,4.337885204113385,17.584450130229126,0.53,0.0,3979.463091224727,2700.0,0.2790102565999389,0.45035720153708986,0.23029027395134852,0.17474533543075946
tight,inflow,10.0,87,-0.003401055389493539,0.012068023050929617,-6.301770401046554,0.9999999998528676,0.9148442837913129,4.367007169686077,18.25871483474839,0.538,0.0,3960.6564294503196,2700.0000000000005,0.2889645387702762,0.4465565548206264,0.23973897816181725,0.16813836851706515
tight,inflow,10.0,88,-0.0033247775408591024,0.012164310039377308,-6.111673056144915,0.9999999995070399,0.9257914171422132,4.372765263276413,18.968532378446874,0.55,0.0,3967.4577439254554,2700.0,0.2941575583670233,0.4416189743730138,0.2309308820666403,0.16933351114616801
tight,inflow,10.0,89,-0.003370661282408285,0.012343609085835823,-6.106016242235191,0.9999999994892569,0.9269147694159817,4.4106258946649035,18.538312652129733,0.544,0.0,3993.2703837545523,2700.0,0.2934253271084232,0.4506217803525238,0.23445706713910447,0.16670996968478868
tight,inflow,10.0,90,-0.0032608237743080356,0.011990807254306188,-6.080844656544432,0.9999999994022446,0.9233611792183175,4.353523899615087,19.584888986977955,0.536,0.0,3944.5440466535306,2700.000000000001,0.2926661702822389,0.42911991757988494,0.23999944387775776,0.17038996996996877
tight,inflow,10.0,91,-0.0034426769366448146,0.011908087896532528,-6.46456401883808,0.9999999999492044,0.9216545199282242,4.35939424491363,17.882663387163326,0.548,0.0,3993.648093791732,2700.0,0.2821461352422625,0.44359971510359353,0.2313298679812641,0.168444787869504
tight,inflow,10.0,92,-0.0032853861288931457,0.012210002311058258,-6.016662838701168,0.999999999109753,0.916003496743101,4.336244072087827,19.34583443340687,0.542,0.0,3996.13686034343,2700.0000000000005,0.3046291089791715,0.4427904989368478,0.23817822945479708,0.17250883666663083
tight,inflow,10.0,93,-0.003365495233098625,0.01191208356765049,-6.317514544304303,0.9999999998670983,0.9182960713884912,4.401089463049077,18.586259468014426,0.538,0.0,3927.704782947378,2700.0000000000005,0.29282492512233105,0.431632817432779,0.2387300043977127,0.16976965153884502
tight,inflow,10.0,94,-0.0033016774246384653,0.012273119725439171,-6.0154022175513875,0.999999999102797,0.9217403391203076,4.384149752695749,19.188890152524188,0.514,0.0,3963.1692638087206,2700.0,0.2931702729300836,0.4383541635958569,0.23354124334189452,0.172855094293695
tight,inflow,10.0,95,-0.0033898270212312205,0.011966111344669017,-6.334458566454441,0.9999999998809119,0.9257144526852724,4.425758350206569,18.361510909872987,0.546,0.0,3977.2064391611425,2700.0,0.28462940771898854,0.45693778416235126,0.2402702163473609,0.1669756691049405
